Lifetime Post Total Reach,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Type_Photo,Type_Status,Type_Video,Category_2,Category_3,Post Month_2,Post Month_3,Post Month_4,Post Month_5,Post Month_6,Post Month_7,Post Month_8,Post Month_9,Post Month_10,Post Month_11,Post Month_12,Post Weekday_2,Post Weekday_3,Post Weekday_4,Post Weekday_5,Post Weekday_6,Post Weekday_7,Post Hour_2,Post Hour_3,Post Hour_4,Post Hour_5,Post Hour_6,Post Hour_7,Post Hour_8,Post Hour_9,Post Hour_10,Post Hour_11,Post Hour_12,Post Hour_13,Post Hour_14,Post Hour_15,Post Hour_16,Post Hour_17,Post Hour_18,Post Hour_19,Post Hour_20,Post Hour_22,Post Hour_23,Paid_1.0,cluster,cluster_label,scaled_feature_1,scaled_feature_2
0.3451284299695796,3.3918195375730105,4100,37849,18952,3798,-0.3535963907980731,0.1716281194873997,-0.1895019998634548,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Above Average,0.3451284299695796,3.391819537573011
-0.4750128986966017,-0.7239039303849494,127,3887,2174,165,-0.3535963907980731,-0.2774979827626086,-0.2130484710194507,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4750128986966017,-0.7239039303849494
-0.4866776395776954,-0.7391473506366456,115,3779,2072,152,-0.3535963907980731,-0.2713031399729533,-0.3072343556434342,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4866776395776954,-0.7391473506366456
-0.4997949708326611,-0.6822385816969799,134,3631,1917,183,-0.117298348297356,-0.125724334416054,-0.4014202402674178,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4997949708326611,-0.6822385816969799
0.3909070356916078,-0.0338851069915038,337,34415,19312,684,-0.2590771737977863,1.237141079308109,-0.1659555287074589,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,0.3909070356916078,-0.03388510699150375
-0.1691765981613597,0.3492328553344593,1209,17272,8548,1162,-0.1645579567974994,-0.2836928255522639,-0.2130484710194507,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.1691765981613597,0.3492328553344594
-0.536197765959697,-0.7696341911400378,123,1868,1050,123,-0.2590771737977863,-0.4261742097143355,-0.354327297955426,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.536197765959697,-0.7696341911400378
1.7325723264679715,0.7984056387511058,1103,92512,39776,1307,0.3552977367040782,1.549980640185701,-0.1659555287074589,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,Above Average,1.7325723264679715,0.798405638751106
-0.4390062645806218,-0.8031697156937694,86,5009,2410,101,-0.1645579567974994,-0.3828103101867485,-0.2365949421754466,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4390062645806218,-0.8031697156937694
-0.5419641095650679,-0.8123157678447871,88,2116,1161,100,-0.3535963907980731,-0.4447587380833013,-0.4485131825794096,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5419641095650679,-0.8123157678447871
-0.4866336216875781,-0.7320337545191874,142,3561,1963,157,-0.2118175652976428,-0.3456412534488167,-0.354327297955426,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4866336216875781,-0.7320337545191874
-0.5510758128193562,-0.9200359376234398,15,2196,1172,15,-0.3535963907980731,-0.5500710655074412,-0.6368849518273767,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5510758128193562,-0.9200359376234398
-0.4599587802764732,-0.8153644518951263,104,6282,3100,106,-0.3535963907980731,-0.5005123231901989,-0.5897920095153849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4599587802764732,-0.8153644518951263
-0.4921358579522449,-0.7564232269219012,118,2964,1621,143,-0.3535963907980731,-0.3270567250798509,-0.0717696440834754,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4921358579522449,-0.7564232269219012
-0.23837272142581,0.4274824126264996,1270,9684,5244,995,-0.2118175652976428,-0.2434263474195045,-0.1895019998634548,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.23837272142581,0.4274824126264997
-0.2473523710097463,0.6104034556468534,1462,10266,5372,1200,-0.3535963907980731,-0.2774979827626086,-0.2130484710194507,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.2473523710097463,0.6104034556468536
0.2486412148323818,1.9162564572088236,2531,17748,9824,1779,0.1189996942033611,0.7260665491615479,1.058460971404327,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,Above Average,0.2486412148323818,1.9162564572088239
-0.502920241030992,-0.7198390183178305,124,2612,1443,166,-0.3535963907980731,-0.2403289260246768,-0.2365949421754466,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.502920241030992,-0.7198390183178305
-0.1911855432200271,0.0535105024515541,559,9217,4748,621,1.3477495152070902,1.0698803239874164,0.846542731000364,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.1911855432200271,0.053510502451554164
0.9818031926267096,0.2242368092705509,1068,30131,14112,559,0.4970765622045086,-0.1071398060470882,-0.3307808267994301,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,0.9818031926267096,0.22423680927055098
-0.3945481955621138,-0.5440315714149349,306,5860,2930,273,1.20597068970666,-0.2186469762608833,-0.1188625863954671,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.3945481955621138,-0.5440315714149349
-0.5379144636742731,-0.7401635786534253,171,1585,858,131,-0.3063367822979297,-0.4664406878470948,-0.3778737691114219,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5379144636742731,-0.7401635786534253
-0.3795821129222199,-0.5613074477001905,237,4480,2422,268,-0.2590771737977863,-0.0699707493091564,0.46979919250443,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.3795821129222199,-0.5613074477001905
-0.4798548666095085,-0.6629302493781648,185,3039,1676,194,-0.1645579567974994,-0.2465237688143321,-0.0953161152394713,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4798548666095085,-0.6629302493781648
-0.4462251985598648,-0.6324434088747726,260,5782,2938,244,-0.2590771737977863,-0.3766154673970932,-0.2365949421754466,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4462251985598648,-0.6324434088747726
-0.413387852532333,-0.5054149067773046,284,5183,2954,316,-0.0700387397972125,-0.0173145855970865,-0.142409057551463,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.413387852532333,-0.5054149067773046
-0.493588448326117,-0.6791898976466407,168,3052,1727,199,-0.3535963907980731,-0.2527186116039874,-0.2365949421754466,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.493588448326117,-0.6791898976466407
0.2595576515814808,-0.448506137837639,424,5187,2752,248,0.4025573452042217,-0.3146670395005403,-0.4485131825794096,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,0.2595576515814808,-0.448506137837639
0.1616618639605283,4.50357298793005,5202,23135,11792,4104,0.1662593027035045,0.1530435911184338,0.0930556540084957,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Above Average,0.1616618639605283,4.503572987930051
-0.4671777142557161,-0.6243135847405346,284,4986,2584,247,-0.3063367822979297,-0.4137845241350249,-0.3072343556434342,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4671777142557161,-0.6243135847405346
-0.0274389919835418,1.1530692166072365,1912,17627,9344,1716,-0.0227791312970691,0.1189719557753297,0.2814274232564628,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,Above Average,-0.027438991983541793,1.1530692166072367
0.2014540366265989,-0.4098894732000088,366,12078,6752,319,-0.0700387397972125,0.0291467353253281,-0.2130484710194507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,0.2014540366265989,-0.4098894732000088
-0.2920745473689584,1.185588513144188,2079,13544,7096,1975,-0.0227791312970691,-0.4695381092419225,-0.5662455383593891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Above Average,-0.2920745473689584,1.1855885131441881
-0.495569253381397,-0.7991048036266504,109,2330,1377,101,-0.0227791312970691,-0.4602458450574396,-0.4014202402674178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,-0.495569253381397,-0.7991048036266504
-0.4234239314790853,-0.5745184119183272,316,7283,3634,291,-0.3535963907980731,-0.404492259950542,-0.3778737691114219,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4234239314790853,-0.5745184119183272
-0.2612620242868241,-0.7259363864185089,158,6734,3492,138,-0.1645579567974994,-0.3735180460022655,-0.4014202402674178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,-0.2612620242868241,-0.7259363864185089
0.1176439738431935,2.694687118062107,3464,24363,12888,3014,-0.1645579567974994,-0.0111197428074312,0.2107880097884752,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,Above Average,0.11764397384319351,2.6946871180621073
-0.5272621342658781,-0.8367052402475009,83,2307,1180,77,-0.0700387397972125,-0.4943174804005437,-0.4485131825794096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5272621342658781,-0.8367052402475009
-0.445344840757518,-0.5917942882035828,283,6336,3216,280,-0.3535963907980731,-0.3115696181057127,-0.2836878844874384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.445344840757518,-0.5917942882035828
-0.5443850935215213,-0.8499162044656375,76,2903,1407,76,-0.3063367822979297,-0.5129020087695095,-0.6133384806713809,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5443850935215213,-0.8499162044656375
-0.535933658618993,-0.8255267320629237,65,2313,1232,77,-0.3063367822979297,-0.4013948385557143,-0.4249667114234137,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.535933658618993,-0.8255267320629237
0.4993671169407206,-0.1974978176930424,467,16132,8608,451,0.7806342132053692,0.3326940320184371,0.0224162405405081,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,0.4993671169407206,-0.19749781769304237
-0.3965730185075111,-0.5745184119183272,181,4914,2712,246,0.0717400857032177,0.0756080562477427,0.0930556540084957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.3965730185075111,-0.5745184119183272
-0.4828040652473699,-0.6944333178983368,182,3901,2044,201,-0.1645579567974994,-0.351836096238472,-0.1895019998634548,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4828040652473699,-0.6944333178983368
-0.5052531892072107,-0.6710600735124028,213,3017,1510,175,-0.1645579567974994,-0.3456412534488167,-0.3307808267994301,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5052531892072107,-0.6710600735124028
0.11060111142442,-0.4688306981732338,411,21436,9568,363,-0.2590771737977863,-0.3487386748436444,-0.3072343556434342,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,0.11060111142442001,-0.4688306981732338
-0.3561645953797978,-0.5867131481196841,204,4976,2764,240,-0.2590771737977863,-0.0420939567557076,0.6346244905964011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.3561645953797978,-0.5867131481196841
-0.4999710423931305,-0.7676017351064783,131,3675,1901,134,-0.3535963907980731,-0.4261742097143355,-0.3307808267994301,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.4999710423931305,-0.7676017351064783
-0.5126481947469229,-0.701546914015795,173,3188,1557,168,-0.2118175652976428,-0.3146670395005403,-0.3778737691114219,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5126481947469229,-0.701546914015795
0.5796557485147392,-0.5074473628108641,304,35637,9712,263,-0.1645579567974994,-0.1195294916263987,-0.2365949421754466,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,0.5796557485147392,-0.5074473628108641
-0.1304408548581051,-0.5115122748779831,335,15066,5100,319,0.0244804772030742,-0.2372315046298492,-0.3072343556434342,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,-0.1304408548581051,-0.5115122748779831
1.629042248912,-0.2950557073038978,513,54653,12704,346,0.0244804772030742,-0.1040423846522605,-0.4014202402674178,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,1.629042248912,-0.2950557073038978
0.6536058039118616,-0.1202644884177819,654,14091,7456,408,0.1189996942033611,0.0043673641667069,-0.3307808267994301,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,0.6536058039118616,-0.12026448841778185
0.5859943246916355,-0.3855000007972949,335,26869,7760,315,-0.1645579567974994,0.1282642199598127,-0.1188625863954671,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,0.5859943246916355,-0.3855000007972949
-0.5084664951857761,-0.6995144579822355,182,4101,1761,181,-0.2590771737977863,-0.3642257818177826,-0.4720596537354055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5084664951857761,-0.6995144579822355
-0.461631460100932,-0.5735021839015474,298,4530,2388,280,0.544336170704652,-0.3115696181057127,-0.0953161152394713,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.461631460100932,-0.5735021839015474
-0.5174021268795951,-0.7350824385695266,156,3302,1640,161,-0.3535963907980731,-0.4013948385557143,-0.4720596537354055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5174021268795951,-0.7350824385695266
1.7410237613704995,0.6662959965697393,995,32646,14912,884,0.5915957792047954,1.6088316466874264,1.0113680290923353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,Above Average,1.7410237613704995,0.6662959965697395
-0.5165657869673658,-0.7208552463346102,168,2873,1539,171,-0.3535963907980731,-0.3859077315815761,-0.2365949421754466,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.5165657869673658,-0.7208552463346102
-0.475453077597775,-0.5694372718344285,288,3537,1780,275,-0.0227791312970691,-0.2898876683419192,0.0224162405405081,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.475453077597775,-0.5694372718344285
1.1198432960346716,-0.337737284008647,460,39304,11392,336,-0.0227791312970691,-0.0978475418626052,-0.4249667114234137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,1.1198432960346716,-0.337737284008647
3.823598178601842,1.1998157053791043,1735,59658,18880,885,0.4498169537043651,0.8406711407701707,1.3410186252762777,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,Above Average,3.823598178601842,1.1998157053791045
-0.2133705598391638,0.0870460270052856,847,9562,5180,740,-0.2118175652976428,0.1499461697236062,0.3991597790364423,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.2133705598391638,0.08704602700528567
-0.1082558382389684,-0.3712728085623785,418,13737,4320,438,0.3080381282039348,-0.0173145855970865,0.46979919250443,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,-0.10825583823896838,-0.3712728085623785
-0.0158182689925654,-0.4098894732000088,458,26622,11760,447,-0.2590771737977863,-0.2434263474195045,-0.3307808267994301,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Normal,-0.015818268992565394,-0.4098894732000088
1.0332160882837569,0.2333828614215686,808,22100,10880,724,0.5915957792047954,0.7229691277667203,1.1055539137163188,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Normal,1.0332160882837569,0.2333828614215687
